,id,model,price,kilometer,registration_date,condition,zip_code,text,place
103,1176852785,Kleinwagen,900 €,141,2003,UnbeschädigtesFahrzeug,84130,"                    Guten Tag,das Fahrzeug hat an der Karosserie und dem Lack nach 16 Jahren die üblichen Gebrauchsspuren. Am Dach, (siehe Foto) blättert leider der Klarlack ab, ist aber kein Rost vorhanden. Das Auto springt ohne Probleme an und fährt sich wirklich gut. Letztes Jahr wurde der Auspuff erneuert.KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1199 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 3/2020Farbe: Blau MetallicFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: --Airbags: Front-AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, CD-Spieler, Elektr. Wegfahrsperre, Isofix, Servolenkung, Tuner/RadioPrivatanbieter84130 DingolfingDeutschlandTel.: +49 0152 55700180Weitere Informationen bei",84130Bayern-Dingolfing
104,1176812436,Kleinwagen,3.30 €,148,2009,UnbeschädigtesFahrzeug,94557,"                    Verkaufen unseren gebrauchten, top gepflegten Opel Corsa D, 8-fach bereift, TÜV bis Mai 2020. Der Opel ist sehr gepflegt, daher optisch und technisch in einem guten Zustand.- integrierter Fahrradträger-Unfallfrei-Nichtrauerfahrzeug- kein WartungsstauFahrzeug ist noch angemeldet, daher wird sich der Kilometerstand geringfügig ändern.Probefahrt jederzeit möglichStandort: 94491 HengersbergKleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1364 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 5/2020Farbe: BlauFarbe (Hersteller): --Innenausstattung: TeillederFarbe der Innenausstattung: GrauAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): Adaptives KurvenlichtPannenhilfe: ReserveradAusstattungABS, Alarmanlage, Beheizbares Lenkrad, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Innenspiegel autom. abblendend, Isofix, Isofix Beifahrersitz, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sommerreifen, Sportpaket, Sportsitze, Tempomat, Traktionskontrolle, Tuner/Radio, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94557 NiederalteichDeutschlandTel.: +49 0151 12317405Weitere Informationen bei",94557Bayern-Niederalteich
105,1176776450,Kleinwagen,3.40 €,110.331,2010,1,93177,"                    Opel Corsa D Baujahr 07/2010 Kilometerstand 110331 aus zweiter Hand zu verkaufen. Hubraum 1229 63 kw. Fahrzeug ist noch angemeldet und wird noch gefahren. Guter technischer Zustand. 8-fach bereift. Fahrzeug hat einen unreparierten Hagelschaden , Kotflügel links leicht beschädigt.Besichtigung nach Vereinbarung möglich.Privatverkauf, keine Rücknahme oder Gewährleistung.",93177Bayern-Altenthann
107,1176634901,Kleinwagen,350 €,198,2001,UnbeschädigtesFahrzeug,"...,9",                    Bieten hier ein Fahrzeug zum herrichten oder Basteln. Motor und Getriebe im normalen Zustand. Leichter Ölverlusst am Motor. Handbremsseil gerissen. Kein TÜV,"...,94154Bayern-NeukirchenvormWald"
108,1176634212,Kleinwagen,600 €,160,1994,UnbeschädigtesFahrzeug,94121,"                    Corsa bEinsteigen und losfahren!!!!Optisch nicht der beste.Neuer Tank, 8fach bereift,Bremsen gut,TÜV bis Aug. 2020KleinwagenGebrauchtfahrzeugHubraum: 1389 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro1Umweltplakette: --Anzahl der Fahrzeughalter: --HU: 8/2020Farbe: --Farbe (Hersteller): --Innenausstattung: --Farbe der Innenausstattung: GrauAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungE10-geeignet, Leichtmetallfelgen, Tuner/RadioDer Preis ist Verhandlungsbasis.Privatanbieter94121 SalzwegDeutschlandTel.: +49 0151 41416731Weitere Informationen bei",94121Bayern-Salzweg
109,1176565208,Kleinwagen,850 €,213,2002,UnbeschädigtesFahrzeug,84137,"                    Verkaufe meinen Opel Corsa in einen allgemeinen guten zustand.Handbremse Defekt ansonsten ist das Auto ok Auto hat winterreifen drauf. Sommerreifen mit Alufelgen sind wie neuPreis ist auf Verhandlungsbasis bei interesse einfach meldeKleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1199 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 3HU: 9/2020Farbe: SilberFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: --AusstattungABS, CD-Spieler, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Isofix, Leichtmetallfelgen, Nichtraucher-Fahrzeug, Servolenkung, Sitzheizung, Sportsitze, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84137 VilsbiburgDeutschlandTel.: +49 0176 17841117Weitere Informationen bei",84137Bayern-Vilsbiburg
110,1163556655,Kleinwagen,890 €,165,1999,7,93413,"                    Opel Corsa B 1.2 16v 65PS. TÜV/AU Neu 2-JahreABS,Servolenkung, Schiebedach, Airbag AluminiumfelgenDas Fahrzeug ist werkstattgeprüft und Inspektion Neu durchgeführt.Motoröl 5w30 +Filter Neu gewechseltTechnisch guter Zustand und fährt einwandfrei.Sehr sparsam und günstig im Unterhalt.Für weitere Fragen stehen wir Ihnen gerne telefonisch zur Verfügung.Tel:01711985095Ihren Gebrauchten nehmen wir nach Wunsch in Zahlung.",93413Bayern-Cham
111,1176115111,Kleinwagen,4.80 €,64,2010,UnbeschädigtesFahrzeug,94447,"                    Verkauft wird ein Opel Corsa D, wegen Neuanschaffung.Technisch und optisch in einem guten Zustand. 64.000km. 8-fach Bereifung. Bremsklötze und Bremsscheiben vorne neu, Zündkerzen und Zündspule neu. Lambdasonde vor Kat neu. Öl-Wechsel incl. Filter wurde vor kurzem durchgeführt.Tüv neu!!!Ausstattung:• Farbe Casablancaweiß• Teilleder• Sitzhöheneinstellung Fahrer• Rücksitzlehne 1/3 zu 2/3 geteilt umklappbar• Klimaanlage• ESP + ABS• Gewchwindigkeitsregler• Lederlenkrad• Servolenkung• Nebelscheinwerfer• Licht-Paket• Kurven und Abbiegelicht• Bordcomputer• Radio CD- MP3• Mittelkonsole Klavierlack Schwarz• Aussenspiegel elektrisch• Sitzheizung• Lenkradheizung• Wegfahrsperre• Scheiben hinten dunkel getönt von Werk• Fensterheber elektrisch• Zentralverriegelung• Front/ Seiten Airbag•Jubiläums - Paket KomfortPreis ist VB. Bei Interesse einfach melden",94447Bayern-Plattling
112,1176095789,Kleinwagen,450 €,155,2002,BeschädigtesFahrzeug,94405,                    Neue Bremsscheiben VorneSo gut wie kein Rost Leider hat der VorbesitzerEine Leitplanke gestreift und Notdürftig Repariert ansonsten siehe BilderZylinderkopf Dichtung vor einem Jahr gemacht für den Tüv sind Kleine Reparaturen nicht Ausgeschlossen ansonsten Motor Getriebe Kuplung Klima gut,94405Bayern-LandauadIsar
113,1175827262,Kleinwagen,6.50 €,45.426,2013,UnbeschädigtesFahrzeug,Bäcke,                    Verkaufe meinen Zweitwagen erst 45000Km lückenloser Kundendienst mit Winterreifen auf Alufelgen.,"Bäckerfeldstr.14,94344Bayern-Wiesenfelden"
114,1175804116,Kleinwagen,1.90 €,156.5,2004,UnbeschädigtesFahrzeug,94469,"                    Einige Infos:8 Fach Bereift, Sommer- und Winterreifen auf Stahlfelgen.Batterie wurde letztes Jahr erneuertEinige kleinere Steinschläge auf der Motorhaube und der Windschutzscheibe (nicht auf der Fahrerseite).So gut wie kein Rost (Karosserie)Letzte Reparaturen:Ein Teil der Bremsleitung neuTraggelenk Vorderachse rechts neu.Schalldämpfer Befestigung erneuert.Licht und Handbremse eingestelltLuftfilter neu.Achtung:Probefahrt bis 15.08.2019 möglich.Am 16.08. 2019 wird das fahrzeug abgemeldet.",94469Bayern-Deggendorf
115,1175735088,Kleinwagen,1.50 €,150,2006,UnbeschädigtesFahrzeug,94315,"                    Wurde immer Scheckheftgepflegt.Normale Gebrauchsspuren sind vorhanden.8fach Bereift.Verkaufe meinen C Corsa, ist für sein Alter in einem sehr guten Zustand.Böser Blick, Angel Eyes, Sportspiegel außen, Bodykit, Heckspoiler, Haifischantenne, Novus Endschalltopf.Doppel din Radio mit Touchscreen, mit Subwoofer und Endstufe.Leichtmetallräder & Winterreifen.",94315Bayern-Straubing
116,1175569928,Kleinwagen,1.89 €,124,2004,UnbeschädigtesFahrzeug,94447,"                    Verkaufe Opel Corsa CTÜV NEU BIS 07/202160 PSElektr. Fensterheber vorn, super funktionierende Klimaanlage,AllwetterreifenPreis ist verhandelbarKleinwagenGebrauchtfahrzeugHubraum: 998 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: --HU: 7/2021Farbe: Grau MetallicFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: GrauAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Allwetterreifen, Elektr. Fensterheber, Elektr. Wegfahrsperre, Isofix, Nichtraucher-Fahrzeug, ServolenkungDer Preis ist Verhandlungsbasis.Privatanbieter94447 PlattlingDeutschlandTel.: +49 1590 1802388Weitere Informationen bei",94447Bayern-Plattling
117,1175503892,Kleinwagen,350 €,26.795,1999,2020,94345,                    Verkaufe Anfänger-Bastler-Auto!!!Verkauft wird ein Corsa B ( ECO) Benziner Mit TÜV bis Juni 2020.Momentan Ist das Auto noch angemeldet.Bei Intresse einfach anrufen.Handy-Nr. 0151 18628495Da es sich um einen Privatverkauf handelt keine Garantie und keine Rücknahme!!!,94345Bayern-Aholfing
118,1175467512,Kleinwagen,599 €,201.37,1999,UnbeschädigtesFahrzeug,94368,                    Verkauft wird ein Opel Corsa B.Der korsa hat einen neuen Motor mit 136t km bekommen. Das Auto macht was es machen soll. Fahren und bremsen. Auf Wunsch kann ich neuen tüv machen.Winterreifen gebe ich natürlich auch mit.,94368Bayern-Perkam
119,1175431005,Kleinwagen,2.45 €,129,2006,UnbeschädigtesFahrzeug,94315,                    Verkaufe einen sehr guten Opel Corsa Mod. 2007 mit 44 kw 998 ccm Klima Stereo Elektrische Fenster Sommer und Winter Reifen auf Felgen Tüv neu ohne Mängel Fahrzeug sofort Fahrbereit,94315Bayern-Straubing
120,1175239224,Kleinwagen,1.65 €,123,2004,UnbeschädigtesFahrzeug,Ries2,                    Schöner schwarzer opel corsa c. Wenig roststellen. Neuer Keilriemen.Fast neuer TÜV. Sehr gute 4 Winterreifen.nur 1 Winter gefahren.Sommerreifen sind drauf. Wegen Anschaffung von Firmenfahrzeug abzugeben.ist noch angemeldet,"Ries2,94034Kr.Passau-Passau"
122,1175071512,Kleinwagen,1.69 €,100,2006,UnbeschädigtesFahrzeug,Hans-,"                    Zum Verkauf wird ein Opel Corsa C 1.0 angeboten. Fahrzeug ist in einem sehr guten Zustand. Motor und Getriebe laufen sehr gut. TÜV NEU!Fahrzeug ist 8-Fach bereift und hat Klimaanlage.Details zur Austattung:Klimaanlange/Elektrische FH/8-Fach bereift/ 3D Scheinwerfer usw.bei weiteren Fragen stehen wir ihnen gerne zur Verfügung.Inzahlungnahme möglich Keine E-Mail Bearbeitung!!Weitere Ausstattung:Airbag Beifahrerseite, Airbag Fahrerseite, Aktive Kopfstützen vorn, Außenspiegel elektr. verstell- und heizbar, Außenspiegel Wagenfarbe, Bremsassistent, Drehzahlmesser, Ellipsoid-Scheinwerfer 3D, Isofix-Aufnahmen für Kindersitz an Rücksitz, Karosserie: 3-türig, Kopfstützen hinten, Lenksäule (Lenkrad) höhenverstellbar, Motor 1,0 Ltr. - 44 kW 12V KAT (Z 10 XEP / LJ4), Rücksitzlehne geteilt, Rücksitzlehne klappbar, Schutzleisten Stoßfänger Wagenfarbe, Seitenairbag vorn, Sitz vorn links höhenverstellbar, Stoßfänger Wagenfarbe, Türgriffe außen Wagenfarbe, WärmeschutzverglasungKleinwagenGebrauchtfahrzeugHubraum: 998 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: --HU: NeuFarbe: BlauFarbe (Hersteller): Bosa Nova BlauInnenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Elektr. Fensterheber, Elektr. Seitenspiegel, Isofix, Lederlenkrad, Servolenkung, ZentralverriegelungWeitere Informationen bei","Hans-Glas-Str.1,94569Bayern-Stephansposching"
123,1175036735,Kleinwagen,555 €,164.5,1998,UnbeschädigtesFahrzeug,Schul,"                    biete einen Opel Corsa aus 2 Hand mit AHK, Farbe schwarz, optisch und technisch einige gebrauchsspuren, aber voll fahrbereit 4 neuwertige Reifen, TÜV bis 11/2019, fährt sehr gut und verbraucht sehr wenig. Ein sehr zuverlässiges kleines Auto im Kundenauftrag zu verkaufen (ohne MWST-Ausweisung und ohne Garantie). Auto ist abgemeldet, Probefahrt auf Privatgelände ist möglich, Fahrzeug kann auch auf Hebebühne begutachtet werden. Bilder gerne via Whatsapp","SchuldholzingerWeg6,84347Bayern-Pfarrkirchen"
127,1174813467,Kleinwagen,3.15 €,124.225,2009,UnbeschädigtesFahrzeug,94368,"                    Verkauft wird ein Opel Corsa D. Das Auto befindet sich in einen guten Zustand.Der Wagen hat Ölwechsel, Auspuff und neue bremsen bekommen.Ein einfaches Auto, was billig in der versicherung und Steuer ist. Ein optimales Anfängerauto.",94368Bayern-Perkam
129,1174591610,Kleinwagen,350 €,110.627,1999,Stoff,94405,"                    Verkaufe Opel Corsa-B in WeißErstzulassung -1999Km 110627Benzina ,Tüv bis 11/2019",94405Bayern-LandauadIsar
130,1174544829,Kleinwagen,200 €,168,2000,7,94036,"                    Verkaufe opel corsa Edition 2000 ist ein 3 Zylinder. TÜV abgelaufen, 8 Fach bereift, Bremsen alle neu auch hinten Trommel, bremsbacken gebe ich neue dazu.sowie neues AGR Ventil liegt bei . Ich weiß nicht ob es an den Backen hinten oder am abs Ring vorne liegt da seit kurzem abs leuchtet. Ring gebe ich auch neu mit. Keine preisverhandlung ist FESTPREIS . Solange Anzeige online ist er zu haben .",94036Kr.Passau-Passau
131,1174442772,Kleinwagen,6.20 €,51,2012,UnbeschädigtesFahrzeug,94469,"                    Scheckheftgepflegter Garagenwagen, TÜV / AU und Inspektion im August 2019 neu, unfallfrei, Solar Protect Heckscheibe, Sportauspuff, Außenspiegel beheizt, Triple-Info-Display, AUX-In-Schnittstelle.KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1400 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 8/2021Farbe: GelbFarbe (Hersteller): --Innenausstattung: TeillederFarbe der Innenausstattung: SchwarzAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtPannenhilfe: ReserveradAusstattungABS, Allwetterreifen, Beheizbares Lenkrad, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Isofix, Lederlenkrad, Leichtmetallfelgen, MP3-Schnittstelle, Multifunktionslenkrad, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Scheckheftgepflegt, Servolenkung, Sitzheizung, Traktionskontrolle, USB, Winterpaket, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94469 DeggendorfDeutschlandTel.: +49 0151 44500794Weitere Informationen bei",94469Bayern-Deggendorf
133,1174369122,Limousine,6.95 €,46,2014,UnbeschädigtesFahrzeug,AmOst,"                    Gepflegter Opel Corsa , ( 63 KW – 86 PS ), Klimaanlage , 5 Türig , el. Fensterheber , ESC , Tagfahrlicht , ESP , ABS , Servo , 6 x Airbag , Multifunktions-Lenkrad , Colorverglasung , Bordcomputer , 3 Bremsleuchte , Leuchtweitenregulierung , Zentralverriegelung mit Funkfernbedienung , Radio CD mit 4 Lautsprechern und Antenne inkl. AUX , Kopfstützen vorn und hinten , Lenkrad und Fahrersitz höhenverstellung , Aussenspiegel elektrisch u. beheitzbar für Fahrer und Beifahrer , Berganfahrassistent , Euro 5 Kat , BC , geteilte Rücksitzbank inkl.Isofix , Durchladesystem , Stoßfänger und Spiegel in Wagenfarbe lackiert , 8 fah Bereift , usw. , org. Opel Scheckheftgepflegt , Inspection + TÜV & AU + Klimawartung wurde im Mai neu gemacht ( Rechnung 700,-€ ) , Als Privatkunde erhalten Sie gegen Aufpreis von 290,-€ eine Vollgarantie von 12 Monaten . Alle Angebote sind freibleibend und unverbindlich . Irrtümer und Eingabefehler vorbehalten .Achtung : Wir machen Betriebsurlaub vom 10.08.2019 bis 24.08.2019 binn aber unter Tel. 0176-21688873 erreichbar !!!!!!!!!LimousineGebrauchtfahrzeugUnfallfreiHubraum: 1229 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 5/2021Farbe: WeißFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtPannenhilfe: PannenkitAusstattungABS, Berganfahrassistent, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Garantie, Isofix, Lederlenkrad, Multifunktionslenkrad, Nichtraucher-Fahrzeug, Scheckheftgepflegt, Servolenkung, Sommerreifen, Stahlfelgen, Traktionskontrolle, Winterreifen, ZentralverriegelungWeitere Informationen bei","AmOstvicus3,94550Bayern-Künzing"
134,1174362211,Limousine,1.65 €,123,2004,UnbeschädigtesFahrzeug,Viech,"                    - TÜV/AU beim Kauf NEU möglich- Steuerkette NEU- Inspektion NEUEURO 4, Scheckheftgepflegt , Gute zustand Technisch und Optisch, Unsere  Öffnungszeiten Montag bis Freitag von 8 bis 17.30 Uhr. Weitere fragen am Tel:+499929/958728 oder +49171/6940135LimousineGebrauchtfahrzeugUnfallfreiHubraum: 998 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 1/2020Farbe: Blau MetallicFarbe (Hersteller): --Innenausstattung: --Farbe der Innenausstattung: --Airbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioPannenhilfe: PannenkitAusstattungABS, CD-Spieler, Elektr. Fensterheber, Elektr. Wegfahrsperre, Isofix, Lederlenkrad, Leichtmetallfelgen, Scheckheftgepflegt, Servolenkung, ZentralverriegelungWeitere Informationen bei","Viechtacherstr.3,94239Bayern-Ruhmannsfelden"
135,1174301723,Kleinwagen,550 €,146.733,2002,7,Rings,                    HalloDie pereis nur Freitag+samstagDan urlaub. Tel. 01775959573,"Ringstr.31,94491Bayern-Hengersberg"
139,1173893994,Kleinwagen,500 €,98,1998,BeschädigtesFahrzeug,94227,"                    Verkaufe mein Auto mit nicht mal 100000km am Tacho. Eignet sich bestens zum ausschlachten, da sich TÜV nicht mehr rechnet. Nicht mehr der beste Zustand, Rostlastig",94227Bayern-Zwiesel
143,1173758356,Kleinwagen,999 €,116,1994,UnbeschädigtesFahrzeug,94113,"                    Verkaufe Corsa BEZ: 13.10.1994Ca.116000kmOrginal AlufelgenSportfahrwekMotor 1.2 8v mit 45 PSFahrzeug hatt auf grund des alters natürlich die ein oder andere Roststelle ist aber augenacheinlich nichts schlimmes Lack hatt viele Steischläge und kratzer und leider hatt auch mal jemand mit Schlüssel die Fahrertüre uns seitenteil zerkratztAnsonsten einfach meldenKleinwagenGebrauchtfahrzeugHubraum: 1195 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro3Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: 1/2020Farbe: RotFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: --Airbags: Front-AirbagsAnhängerkupplung: --Pannenhilfe: ReserveradAusstattungCD-Spieler, Elektr. Wegfahrsperre, Leichtmetallfelgen, Schiebedach, Sommerreifen, Sportfahrwerk, USB, WinterreifenDer Preis ist Verhandlungsbasis.Privatanbieter94113 Haselbach, TiefenbachDeutschlandWeitere Informationen bei",94113Bayern-TiefenbachKrPassau
